spec.name	coordx	coordy	ele	route	forest	det061	det062	det063	det071	det072	det073	date061	date062	date063	date071	date072	date073	dur061	dur062	dur063	dur071	dur072	dur073
Squirrel	749	182	1150	5	90	0	0	1	0	0	0	20	36	71	22	35	63	240	260	255	230	240	250
Squirrel	749	214	450	5.4	33	0	0	1	0	0	0	19	36	49	19	37	54	270	270	300	240	240	240
Squirrel	749	222	1950	5.2	0	0	0	NA	0	0	NA	79	100	NA	69	91	NA	210	180	NA	225	210	NA
Squirrel	749	230	1050	4	37	1	0	0	1	1	1	41	58	72	22	55	76	180	180	225	210	240	210
Squirrel	749	262	450	3.4	8	0	0	0	0	0	0	15	36	71	15	54	69	145	150	180	135	150	135
Squirrel	755	150	2050	4.7	36	1	0	0	0	0	0	56	79	97	48	72	98	285	295	330	280	335	315
Squirrel	755	166	1850	4.6	66	0	1	0	0	0	0	57	77	95	55	73	84	330	305	320	275	300	290
Squirrel	755	206	950	4.6	56	0	0	1	1	1	0	31	46	56	22	40	49	200	200	220	240	230	245
Squirrel	755	222	450	5.9	0	0	0	0	0	0	0	20	42	69	24	46	67	235	270	260	205	270	270
Squirrel	755	254	950	5	41	0	0	1	1	0	1	18	33	47	18	44	65	225	230	235	270	300	285
Squirrel	761	134	1050	7.7	63	1	1	0	1	0	1	37	59	76	23	47	71	360	360	370	315	330	360
Squirrel	761	158	1950	5.5	0	0	0	NA	0	0	NA	72	79	NA	71	85	NA	210	195	NA	190	180	NA
Squirrel	761	182	1350	4.7	35	1	0	0	0	0	0	38	55	78	33	56	76	180	225	200	210	210	200
Squirrel	761	198	550	7.5	14	0	0	0	1	0	0	30	41	55	22	49	63	240	245	270	215	210	225
Squirrel	761	246	450	5.4	1	0	0	0	0	0	0	33	51	69	25	49	63	210	210	180	240	180	165
Squirrel	767	158	1450	4.5	27	0	0	0	0	0	0	39	68	91	37	63	74	200	210	185	370	310	300
Squirrel	767	182	2250	5.3	0	0	0	NA	0	0	NA	94	101	NA	69	83	NA	225	225	NA	195	225	NA
Squirrel	773	142	1950	4.3	6	0	0	NA	0	0	NA	68	78	NA	60	73	NA	345	350	NA	360	350	NA
Squirrel	773	166	2350	4.2	0	0	0	NA	0	0	NA	74	81	NA	72	86	NA	195	150	NA	195	195	NA
Squirrel	773	190	2050	3.9	1	0	0	NA	0	0	NA	64	71	NA	56	68	NA	255	270	NA	180	180	NA
Squirrel	773	198	1150	4.9	58	0	0	1	1	1	1	21	45	69	23	40	55	285	300	320	300	280	285
Squirrel	779	142	2050	4.5	9	0	0	NA	0	1	NA	75	91	NA	69	83	NA	315	300	NA	320	315	NA
Squirrel	779	166	2250	4.7	14	0	0	NA	0	0	NA	75	89	NA	73	87	NA	195	150	NA	200	195	NA
Squirrel	785	182	2350	4.7	2	0	0	NA	0	0	NA	80	92	NA	76	97	NA	345	255	NA	345	345	NA
Squirrel	785	198	2250	4.2	0	0	0	NA	0	0	NA	89	96	NA	72	84	NA	240	210	NA	165	240	NA
Squirrel	790	151	2150	6.3	30	1	1	0	0	0	0	62	75	88	55	74	79	330	315	331	320	300	305
Squirrel	791	182	2250	5.2	0	0	0	NA	0	0	NA	94	106	NA	56	84	NA	240	240	NA	240	240	NA
Squirrel	797	142	2350	2.9	0	0	0	NA	0	0	NA	77	91	NA	72	87	NA	190	220	NA	190	220	NA
Squirrel	797	166	1750	9.4	93	1	0	1	1	0	0	45	71	83	40	63	74	185	185	200	195	195	190
Squirrel	803	134	1850	5.5	82	1	1	0	0	1	0	33	60	77	29	56	72	280	245	287	305	285	285
Squirrel	809	126	1850	5.4	81	0	0	0	1	0	0	34	61	78	30	58	73	285	285	285	310	275	285
Squirrel	809	182	1850	4.7	82	1	1	0	1	1	1	56	63	75	51	71	84	315	300	300	300	300	315
Squirrel	815	190	2450	4.4	0	0	0	NA	0	0	NA	81	88	NA	68	78	NA	303	235	NA	282	304	NA
Squirrel	821	190	1850	5.6	69	1	1	1	1	0	1	47	58	71	50	60	77	317	305	275	310	305	296
Squirrel	827	166	1850	6.2	53	1	0	1	1	0	1	58	69	83	52	63	74	320	315	300	330	300	300

