Date,Year,PointName,Name Year,Name Year Run,SurveyID,AREA,Route ,Time,Temp (°F),Wind (mph) ,% Cloud,0-3min Passive BACS,4-6min Playback BACS,TotalBACS,TotalNOBO
5/5/2009,2009,M4,M4 2009,M4 2009 3,2009 3,CONTROL,MN,6:26,61,0,100,0,1,1,0
4/30/2007,2007,M5,M5 2007,M5 2007 1,2007 1,CONTROL,MN,7:09,55,0,0,0,0,0,0
5/2/2007,2007,M5,M5 2007,M5 2007 2,2007 2,CONTROL,MN,10:59,65,0,0,0,0,0,0
5/10/2007,2007,M5,M5 2007,M5 2007 3,2007 3,CONTROL,MN,7:06,65,1,90,0,0,0,0
4/22/2008,2008,M5,M5 2008,M5 2008 1,2008 1,CONTROL,MN,6:45,55,5,99,0,0,0,0
4/24/2008,2008,M5,M5 2008,M5 2008 2,2008 2,CONTROL,MN,10:20,75,2,1,0,0,0,0
4/30/2008,2008,M5,M5 2008,M5 2008 3,2008 3,CONTROL,MN,6:40,45,2,5,0,0,0,0
4/28/2009,2009,M5,M5 2009,M5 2009 1,2009 1,CONTROL,MN,6:44,59,0,0,0,0,0,0
4/30/2009,2009,M5,M5 2009,M5 2009 2,2009 2,CONTROL,MN,9:43,64,0,100,0,0,0,0
5/5/2009,2009,M5,M5 2009,M5 2009 3,2009 3,CONTROL,MN,6:40,61,0,100,0,0,0,0
4/26/2011,2011,M5,M5 2011,M5 2011 1,2011 1,CONTROL,MN,6:40,69,0,100,0,0,0,0
4/27/2011,2011,M5,M5 2011,M5 2011 2,2011 2,CONTROL,MN,9:43,75,1,90,0,0,0,0
5/2/2011,2011,M5,M5 2011,M5 2011 3,2011 3,CONTROL,MN,6:44,58,0,0,0,0,0,0
4/30/2012,2012,M5,M5 2012,M5 2012 1,2012 1,CONTROL,MN,9:42,69,8,100,1,1,1,0
5/1/2012,2012,M5,M5 2012,M5 2012 2,2012 2,CONTROL,MN,9:30,72,5,40,0,0,0,0
5/2/2012,2012,M5,M5 2012,M5 2012 3,2012 3,CONTROL,MN,9:25,,0-10,,0,0,0,0
4/23/2013,2013,M5,M5 2013,M5 2013 1,2013 1,CONTROL,MN,6:43,47,2,100,1,1,1,0
4/27/2013,2013,M5,M5 2013,M5 2013 2,2013 2,CONTROL,MN,6:12,53,3,100,1,1,1,0
4/30/2013,2013,M5,M5 2013,M5 2013 3,2013 3,CONTROL,MN,9:12,65,5,,0,0,0,
4/24/2014,2014,M5,M5 2014,M5 2014 1,2014 1,CURE,MN,6:53,46,0,0,0,1,1,0
4/25/2014,2014,M5,M5 2014,M5 2014 2,2014 2,CONTROL,MN,6:36,55,0,0,1,1,1,0
4/28/2014,2014,M5,M5 2014,M5 2014 3,2014 3,CONTROL,MN,8:47,65,0,100,0,0,0,0
5/6/2015,2015,M5,M5 2015,M5 2015 1,2015 1,CONTROL,MN,6:06,50,0,0,1,0,1,0
5/7/2015,2015,M5,M5 2015,M5 2015 2,2015 2,CONTROL,MN,7:23,59,2,100,0,0,0,0
4/30/2007,2007,M6,M6 2007,M6 2007 1,2007 1,CONTROL,MN,7:22,55,0,0,1,0,1,0
5/2/2007,2007,M6,M6 2007,M6 2007 2,2007 2,CONTROL,MN,10:48,65,3,0,0,1,1,0
5/10/2007,2007,M6,M6 2007,M6 2007 3,2007 3,CONTROL,MN,7:19,65,0,90,0,0,0,1
4/22/2008,2008,M6,M6 2008,M6 2008 1,2008 1,CONTROL,MN,7:00,55,5,95,0,0,0,0
4/24/2008,2008,M6,M6 2008,M6 2008 2,2008 2,CONTROL,MN,10:30,80,3,1,0,0,0,0
4/30/2008,2008,M6,M6 2008,M6 2008 3,2008 3,CONTROL,MN,10:55,65,1,3,0,0,0,0
4/28/2009,2009,M6,M6 2009,M6 2009 1,2009 1,CONTROL,MN,6:54,60,0,0,1,1,1,0
4/30/2009,2009,M6,M6 2009,M6 2009 2,2009 2,CONTROL,MN,9:30,64,0,100,0,0,0,0
5/6/2009,2009,M6,M6 2009,M6 2009 3,2009 3,CONTROL,MN,9:31,75,4,100,0,0,0,0
4/30/2007,2007,M7,M7 2007,M7 2007 1,2007 1,CONTROL,MN,7:37,55,0,0,3,5,3,0
5/2/2007,2007,M7,M7 2007,M7 2007 2,2007 2,CONTROL,MN,10:33,65,1,0,1,1,1,1
5/10/2007,2007,M7,M7 2007,M7 2007 3,2007 3,CONTROL,MN,7:34,65,0,80,0,0,0,1
4/22/2008,2008,M7,M7 2008,M7 2008 1,2008 1,CONTROL,MN,7:15,60,3,90,1,1,1,0
4/24/2008,2008,M7,M7 2008,M7 2008 2,2008 2,CONTROL,MN,10:40,80,3,1,2,2,2,0
4/30/2008,2008,M7,M7 2008,M7 2008 3,2008 3,CONTROL,MN,10:35,65,2,3,2,2,2,0
4/28/2009,2009,M7,M7 2009,M7 2009 1,2009 1,CONTROL,MN,7:08,61,0,0,0,0,0,2
4/30/2009,2009,M7,M7 2009,M7 2009 2,2009 2,CONTROL,MN,9:17,64,0,100,0,0,0,0
5/6/2009,2009,M7,M7 2009,M7 2009 3,2009 3,CONTROL,MN,9:47,75,2,100,0,0,0,0
4/26/2011,2011,M7,M7 2011,M7 2011 1,2011 1,CONTROL,MN,8:05,73,0,100,0,0,0,0
4/27/2011,2011,M7,M7 2011,M7 2011 2,2011 2,CONTROL,MN,9:57,75,3,80,1,1,1,0
5/2/2011,2011,M7,M7 2011,M7 2011 3,2011 3,CONTROL,MN,9:05,68,0,0,0,0,0,0
4/30/2012,2012,M7,M7 2012,M7 2012 1,2012 1,CONTROL,MN,7:28,66,3,100,0,1,1,0
5/1/2012,2012,M7,M7 2012,M7 2012 2,2012 2,CONTROL,MN,9:44,72,4,30,0,0,0,0
5/2/2012,2012,M7,M7 2012,M7 2012 3,2012 3,CONTROL,MN,7:46,,0-3,,0,0,0,0
4/23/2013,2013,M7,M7 2013,M7 2013 1,2013 1,CONTROL,MN,10:10,53,2,100,0,0,0,0
4/25/2013,2013,M7,M7 2013,M7 2013 2,2013 2,CONTROL,MN,9:30,65,10,75,0,0,0,0
4/30/2013,2013,M7,M7 2013,M7 2013 3,2013 3,CONTROL,MN,7:10,59,0,,1,1,1,
4/24/2014,2014,M7,M7 2014,M7 2014 1,2014 1,CURE,MN,8:19,56,0,0,0,1,1,0
4/25/2014,2014,M7,M7 2014,M7 2014 2,2014 2,CONTROL,MN,8:55,60,2,10,0,0,0,0
4/28/2014,2014,M7,M7 2014,M7 2014 3,2014 3,CONTROL,MN,9:01,65,0,100,0,1,1,0
5/6/2015,2015,M7,M7 2015,M7 2015 1,2015 1,CONTROL,MN,9:09,72,0,25,1,1,1,0
5/7/2015,2015,M7,M7 2015,M7 2015 2,2015 2,CONTROL,MN,11:03,65,10,100,0,0,0,0
5/7/2015,2015,M7,M7 2015,M7 2015 3,2015 3,CONTROL,MN,7:07,59,0,100,0,0,0,0
4/30/2007,2007,M8,M8 2007,M8 2007 1,2007 1,CONTROL,MN,7:52,60,0,0,1,2,3,0
5/2/2007,2007,M8,M8 2007,M8 2007 2,2007 2,CONTROL,MN,10:18,65,0,3,0,0,0,0
5/10/2007,2007,M8,M8 2007,M8 2007 3,2007 3,CONTROL,MN,7:50,65,0,95,1,1,1,0
4/22/2008,2008,M8,M8 2008,M8 2008 1,2008 1,CONTROL,MN,7:30,60,3,95,0,1,1,0
4/24/2008,2008,M8,M8 2008,M8 2008 2,2008 2,CONTROL,MN,10:50,80,1,1,0,1,1,0
4/30/2008,2008,M8,M8 2008,M8 2008 3,2008 3,CONTROL,MN,10:45,65,3,3,0,0,0,0
4/28/2009,2009,M8,M8 2009,M8 2009 1,2009 1,CONTROL,MN,7:21,62,0,0,3,4,4,0
4/30/2009,2009,M8,M8 2009,M8 2009 2,2009 2,CONTROL,MN,9:01,64,0,100,0,1,1,0
5/6/2009,2009,M8,M8 2009,M8 2009 3,2009 3,CONTROL,MN,10:03,76,6,80,1,1,0,0
4/30/2007,2007,M9,M9 2007,M9 2007 1,2007 1,CONTROL,MN,8:07,60,0,0,2,3,3,0
5/2/2007,2007,M9,M9 2007,M9 2007 2,2007 2,CONTROL,MN,10:01,65,0,3,1,2,3,0
5/10/2007,2007,M9,M9 2007,M9 2007 3,2007 3,CONTROL,MN,8:06,65,0,100,2,2,2,0
4/22/2008,2008,M9,M9 2008,M9 2008 1,2008 1,CONTROL,MN,7:45,60,2,95,0,0,0,0
4/24/2008,2008,M9,M9 2008,M9 2008 2,2008 2,CONTROL,MN,11:00,80,1,1,0,0,0,0
4/30/2008,2008,M9,M9 2008,M9 2008 3,2008 3,CONTROL,MN,9:40,55,2,3,0,0,0,0
4/28/2009,2009,M9,M9 2009,M9 2009 1,2009 1,CONTROL,MN,7:35,63,0,0,1,1,0,0
4/30/2009,2009,M9,M9 2009,M9 2009 2,2009 2,CONTROL,MN,8:46,63,2,100,0,0,0,0
5/6/2009,2009,M9,M9 2009,M9 2009 3,2009 3,CONTROL,MN,6:02,62,2,100,2,2,2,0
4/30/2007,2007,N1,N1 2007,N1 2007 1,2007 1,CONTROL,MN,6:20,50,0,0,0,0,0,0
5/2/2007,2007,N1,N1 2007,N1 2007 2,2007 2,CONTROL,MN,10:45,75,8,0,0,0,0,0
5/10/2007,2007,N1,N1 2007,N1 2007 3,2007 3,CONTROL,MN,6:20,64,0,100,0,0,0,0
4/22/2008,2008,N1,N1 2008,N1 2008 1,2008 1,CONTROL,MN,6:25,52,2,100,0,0,0,0
4/24/2008,2008,N1,N1 2008,N1 2008 2,2008 2,CONTROL,MN,10:50,75,0,0,0,0,0,0
4/30/2008,2008,N1,N1 2008,N1 2008 3,2008 3,CONTROL,MN,6:10,54,0,0,1,0,0,0
4/28/2009,2009,N1,N1 2009,N1 2009 1,2009 1,CONTROL,MN,6:22,58,0,0,0,1,1,0
4/30/2009,2009,N1,N1 2009,N1 2009 2,2009 2,CONTROL,MN,10:29,66,0,1,1,1,0,0
5/6/2009,2009,N1,N1 2009,N1 2009 3,2009 3,CONTROL,MN,10:15,78,6,0,2,0,2,0
4/22/2010,2010,N1,N1 2010,N1 2010 1,2010 1,CONTROL,MN,6:12,43,0,0,0,0,0,0
5/3/2010,2010,N1,N1 2010,N1 2010 2,2010 2,CONTROL,MN,9:59,82,0,100,0,0,0,0
5/4/2010,2010,N1,N1 2010,N1 2010 3,2010 3,CONTROL,MN,6:44,,0,100,0,0,0,0
4/30/2007,2007,N10,N10 2007,N10 2007 1,2007 1,CONTROL,MN,8:05,55,0,0,1,1,1,0
5/2/2007,2007,N10,N10 2007,N10 2007 2,2007 2,CONTROL,MN,9:10,70,10,0,0,0,0,0
5/10/2007,2007,N10,N10 2007,N10 2007 3,2007 3,CONTROL,MN,8:10,68,0,100,1,1,0,0
4/22/2008,2008,N10,N10 2008,N10 2008 1,2008 1,CONTROL,MN,8:15,55,4,100,0,0,1,0
4/24/2008,2008,N10,N10 2008,N10 2008 2,2008 2,CONTROL,MN,9:05,70,0,0,0,0,0,0
4/30/2008,2008,N10,N10 2008,N10 2008 3,2008 3,CONTROL,MN,7:45,54,0,0,0,0,0,0
4/28/2009,2009,N10,N10 2009,N10 2009 1,2009 1,CONTROL,MN,8:04,64,0,0,1,1,1,0
4/30/2009,2009,N10,N10 2009,N10 2009 2,2009 2,CONTROL,MN,8:46,61,0,0,0,0,0,0
5/6/2009,2009,N10,N10 2009,N10 2009 3,2009 3,CONTROL,MN,8:15,71,2,0,0,0,0,0
4/22/2010,2010,N10,N10 2010,N10 2010 1,2010 1,CONTROL,MN,8:14,54,1,0,0,0,0,0
5/3/2010,2010,N10,N10 2010,N10 2010 2,2010 2,CONTROL,MN,8:14,79,2,100,0,0,0,0
5/4/2010,2010,N10,N10 2010,N10 2010 3,2010 3,CONTROL,MN,7:50,,0,100,2,1,2,0
4/30/2007,2007,N11,N11 2007,N11 2007 1,2007 1,CONTROL,MN,8:15,60,0,0,1,1,1,0
5/2/2007,2007,N11,N11 2007,N11 2007 2,2007 2,CONTROL,MN,9:05,70,10,0,0,0,0,0
5/10/2007,2007,N11,N11 2007,N11 2007 3,2007 3,CONTROL,MN,8:20,68,2,100,1,1,1,0
4/22/2008,2008,N11,N11 2008,N11 2008 1,2008 1,CONTROL,MN,8:25,55,4,100,0,0,0,0
4/24/2008,2008,N11,N11 2008,N11 2008 2,2008 2,CONTROL,MN,8:55,70,0,0,0,1,1,0
4/30/2008,2008,N11,N11 2008,N11 2008 3,2008 3,CONTROL,MN,7:55,54,0,0,2,2,2,0
4/28/2009,2009,N11,N11 2009,N11 2009 1,2009 1,CONTROL,MN,8:12,65,0,0,0,0,0,0
4/30/2009,2009,N11,N11 2009,N11 2009 2,2009 2,CONTROL,MN,8:37,61,3,1,0,1,0,0
5/6/2009,2009,N11,N11 2009,N11 2009 3,2009 3,CONTROL,MN,8:08,70,2,0,0,0,0,0
4/22/2010,2010,N11,N11 2010,N11 2010 1,2010 1,CONTROL,MN,8:22,55,2,0,1,1,1,0
5/3/2010,2010,N11,N11 2010,N11 2010 2,2010 2,CONTROL,MN,8:06,78,0,100,1,1,1,0
5/4/2010,2010,N11,N11 2010,N11 2010 3,2010 3,CONTROL,MN,7:59,,0,100,0,0,0,0
4/26/2011,2011,N11,N11 2011,N11 2011 1,2011 1,CONTROL,MN,7:23,70,0,100,0,0,0,0
4/27/2011,2011,N11,N11 2011,N11 2011 2,2011 2,CONTROL,MN,8:33,72,1,100,0,0,0,0
5/2/2011,2011,N11,N11 2011,N11 2011 3,2011 3,CONTROL,MN,8:01,64,0,0,1,1,1,0
4/30/2012,2012,N11,N11 2012,N11 2012 1,2012 1,CONTROL,MN,8:49,68,4,100,0,0,0,0
5/1/2012,2012,N11,N11 2012,N11 2012 2,2012 2,CONTROL,MN,8:29,70,1,95,1,2,2,0
5/2/2012,2012,N11,N11 2012,N11 2012 3,2012 3,CONTROL,MN,8:38,,0-5,,0,0,0,0
4/23/2013,2013,N11,N11 2013,N11 2013 1,2013 1,CONTROL,PQ,7:33,48,2,100,0,0,0,0
4/25/2013,2013,N11,N11 2013,N11 2013 2,2013 2,CONTROL,MN,7:24,62,10,100,0,0,0,0
4/30/2013,2013,N11,N11 2013,N11 2013 3,2013 3,CONTROL,MN,8:10,62,0,,0,0,0,
4/24/2014,2014,N11,N11 2014,N11 2014 2,2014 2,CONTROL,PQ,7:18,55,0,0,0,0,0,0
4/25/2014,2014,N11,N11 2014,N11 2014 3,2014 3,CONTROL,MN,7:35,58,0,0,0,0,0,0
4/28/2014,2014,N11,N11 2014,N11 2014 4,2014 4,CONTROL,MN,7:40,66,0,90,0,0,0,0
5/6/2015,2015,N11,N11 2015,N11 2015 1,2015 1,CONTROL,MN,7:06,53,0,10,0,0,0,0
5/7/2015,2015,N11,N11 2015,N11 2015 2,2015 2,CONTROL,MN,8:28,61,0,50,0,0,0,0
4/30/2007,2007,N12,N12 2007,N12 2007 1,2007 1,CONTROL,MN,8:25,60,0,0,0,0,0,0
5/2/2007,2007,N12,N12 2007,N12 2007 2,2007 2,CONTROL,MN,8:55,70,10,0,0,1,1,0
5/10/2007,2007,N12,N12 2007,N12 2007 3,2007 3,CONTROL,MN,8:30,68,2,100,0,0,0,0
4/22/2008,2008,N12,N12 2008,N12 2008 1,2008 1,CONTROL,MN,8:35,55,6,100,1,1,1,0
4/24/2008,2008,N12,N12 2008,N12 2008 2,2008 2,CONTROL,MN,8:45,65,0,0,1,1,1,0
4/30/2008,2008,N12,N12 2008,N12 2008 3,2008 3,CONTROL,MN,8:05,54,0,0,1,0,1,0
4/28/2009,2009,N12,N12 2009,N12 2009 1,2009 1,CONTROL,MN,8:19,66,0,0,0,0,0,0
4/30/2009,2009,N12,N12 2009,N12 2009 2,2009 2,CONTROL,MN,8:26,61,3,0,0,0,0,0
5/6/2009,2009,N12,N12 2009,N12 2009 3,2009 3,CONTROL,MN,8:00,69,2,0,0,0,0,0
4/22/2010,2010,N12,N12 2010,N12 2010 1,2010 1,CONTROL,MN,8:29,56,2,0,0,0,0,0
5/3/2010,2010,N12,N12 2010,N12 2010 2,2010 2,CONTROL,MN,7:57,77,0,100,0,0,0,0
5/4/2010,2010,N12,N12 2010,N12 2010 3,2010 3,CONTROL,MN,8:07,,0,100,0,0,0,0
4/25/2011,2011,N12,N12 2011,N12 2011 1,2011 1,CONTROL,PQ,7:41,70,0,100,0,0,0,0
4/27/2011,2011,N12,N12 2011,N12 2011 2,2011 2,CONTROL,PQ,10:09,75,15,100,0,0,0,0
5/3/2011,2011,N12,N12 2011,N12 2011 3,2011 3,CONTROL,PQ,7:20,63,0,100,0,0,0,0
4/30/2012,2012,N12,N12 2012,N12 2012 1,2012 1,CONTROL,PQ,7:28,63,2,100,0,0,0,0
5/1/2012,2012,N12,N12 2012,N12 2012 2,2012 2,CONTROL,PQ,6:36,65,5,100,0,0,0,0
5/2/2012,2012,N12,N12 2012,N12 2012 3,2012 3,CONTROL,PQ,7:29,69,0,20,0,0,0,1
4/23/2013,2013,N12,N12 2013,N12 2013 1,2013 1,CONTROL,PQ,7:23,48,2,100,1,0,1,0
4/25/2013,2013,N12,N12 2013,N12 2013 2,2013 2,CONTROL,PQ,10:47,66,4,70,0,0,0,0
5/1/2013,2013,N12,N12 2013,N12 2013 3,2013 3,CONTROL,PQ,7:01,60,6,100,0,0,0,0
4/24/2014,2014,N12,N12 2014,N12 2014 1,2014 1,CONTROL,PQ,7:09,55,0,0,0,0,0,0
4/25/2014,2014,N12,N12 2014,N12 2014 2,2014 2,CONTROL,PQ,9:29,63,2,0,0,0,0,0
4/28/2014,2014,N12,N12 2014,N12 2014 3,2014 3,CONTROL,PQ,8:00,65,1,80,0,0,0,0
5/5/2015,2015,N12,N12 2015,N12 2015 1,2015 1,CONTROL,PQ,7:08,53,0,0,0,0,0,0
5/8/2015,2015,N12,N12 2015,N12 2015 2,2015 2,CONTROL,PQ,6:48,60,5,0,0,0,0,0
4/30/2007,2007,N13,N13 2007,N13 2007 1,2007 1,CONTROL,MN,8:35,60,0,0,0,0,0,0
5/2/2007,2007,N13,N13 2007,N13 2007 2,2007 2,CONTROL,MN,8:45,65,10,0,0,0,1,0
5/10/2007,2007,N13,N13 2007,N13 2007 3,2007 3,CONTROL,MN,8:40,70,2,100,0,0,0,0
4/22/2008,2008,N13,N13 2008,N13 2008 1,2008 1,CONTROL,MN,8:45,55,10,100,0,0,0,0
4/24/2008,2008,N13,N13 2008,N13 2008 2,2008 2,CONTROL,MN,8:35,65,0,0,0,0,0,0
4/30/2008,2008,N13,N13 2008,N13 2008 3,2008 3,CONTROL,MN,8:10,54,0,0,1,1,1,0
4/28/2009,2009,N13,N13 2009,N13 2009 1,2009 1,CONTROL,MN,8:29,68,2,0,0,0,0,0
4/30/2009,2009,N13,N13 2009,N13 2009 2,2009 2,CONTROL,MN,8:18,60,3,0,0,0,0,0
5/6/2009,2009,N13,N13 2009,N13 2009 3,2009 3,CONTROL,MN,7:50,68,2,0,0,0,0,0
4/22/2010,2010,N13,N13 2010,N13 2010 1,2010 1,CONTROL,MN,8:37,57,2,0,0,0,0,0
5/3/2010,2010,N13,N13 2010,N13 2010 2,2010 2,CONTROL,MN,7:49,76,2,100,0,0,0,0
5/4/2010,2010,N13,N13 2010,N13 2010 3,2010 3,CONTROL,MN,8:14,,0,100,0,0,0,0
4/30/2007,2007,N14,N14 2007,N14 2007 1,2007 1,CONTROL,MN,8:45,60,0,0,0,0,0,0
5/2/2007,2007,N14,N14 2007,N14 2007 2,2007 2,CONTROL,MN,8:35,65,8,0,0,0,0,0
5/10/2007,2007,N14,N14 2007,N14 2007 3,2007 3,CONTROL,MN,8:50,70,2,100,0,0,0,0
4/22/2008,2008,N14,N14 2008,N14 2008 1,2008 1,CONTROL,MN,8:55,60,10,100,0,0,0,0
4/24/2008,2008,N14,N14 2008,N14 2008 2,2008 2,CONTROL,MN,8:30,65,0,0,0,0,0,0
4/30/2008,2008,N14,N14 2008,N14 2008 3,2008 3,CONTROL,MN,8:20,54,0,0,0,0,0,0
4/30/2009,2009,N14,N14 2009,N14 2009 2,2009 2,CONTROL,MN,8:07,60,3,0,0,0,0,0
5/6/2009,2009,N14,N14 2009,N14 2009 3,2009 3,CONTROL,MN,7:43,67,2,0,0,0,0,0
4/22/2010,2010,N14,N14 2010,N14 2010 1,2010 1,CONTROL,MN,8:45,58,3,0,0,0,0,0
5/3/2010,2010,N14,N14 2010,N14 2010 2,2010 2,CONTROL,MN,7:42,75,1,100,0,0,0,1
5/4/2010,2010,N14,N14 2010,N14 2010 3,2010 3,CONTROL,MN,8:22,,0,100,0,0,0,0
4/25/2011,2011,N14,N14 2011,N14 2011 1,2011 1,CONTROL,PQ,7:53,72,0,100,0,0,0,0
4/27/2011,2011,N14,N14 2011,N14 2011 2,2011 2,CONTROL,PQ,10:18,75,5,100,0,0,0,0
5/3/2011,2011,N14,N14 2011,N14 2011 3,2011 3,CONTROL,PQ,7:32,63,2,75,0,0,0,0
4/30/2012,2012,N14,N14 2012,N14 2012 1,2012 1,CONTROL,PQ,7:39,64,2,100,0,0,0,0
5/1/2012,2012,N14,N14 2012,N14 2012 2,2012 2,CONTROL,PQ,8:08,68,5,75,0,0,0,0
5/2/2012,2012,N14,N14 2012,N14 2012 3,2012 3,CONTROL,PQ,7:41,69,1,40,0,0,0,2
4/23/2013,2013,N14,N14 2013,N14 2013 1,2013 1,CONTROL,MN,8:04,50,1,100,0,0,0,0
5/1/2013,2013,N14,N14 2013,N14 2013 2,2013 2,CONTROL,PQ,6:49,59,6,100,0,0,0,0
5/3/2013,2013,N14,N14 2013,N14 2013 3,2013 3,CONTROL,PQ,7:33,56,2,90,0,0,0,0
4/24/2014,2014,N14,N14 2014,N14 2014 1,2014 1,CONTROL,PQ,7:44,55,0,0,0,0,0,0
4/25/2014,2014,N14,N14 2014,N14 2014 2,2014 2,CONTROL,PQ,9:39,63,0,0,0,0,0,0
4/28/2014,2014,N14,N14 2014,N14 2014 3,2014 3,CONTROL,PQ,7:30,65,0,90,0,0,0,0
5/5/2015,2015,N14,N14 2015,N14 2015 1,2015 1,CONTROL,PQ,7:18,58,0,0,0,0,0,0
5/8/2015,2015,N14,N14 2015,N14 2015 2,2015 2,CONTROL,PQ,6:43,60,5,0,0,0,0,0
4/30/2007,2007,N15,N15 2007,N15 2007 1,2007 1,CONTROL,MN,8:55,60,0,0,1,1,1,0
5/2/2007,2007,N15,N15 2007,N15 2007 2,2007 2,CONTROL,MN,8:25,65,8,0,0,0,0,0
5/10/2007,2007,N15,N15 2007,N15 2007 3,2007 3,CONTROL,MN,9:00,70,2,100,0,0,0,0
4/22/2008,2008,N15,N15 2008,N15 2008 1,2008 1,CONTROL,MN,9:15,60,10,100,0,0,0,0
4/24/2008,2008,N15,N15 2008,N15 2008 2,2008 2,CONTROL,MN,8:15,65,0,0,0,0,0,0
4/30/2008,2008,N15,N15 2008,N15 2008 3,2008 3,CONTROL,MN,8:30,54,0,0,1,2,0,0
4/28/2009,2009,N15,N15 2009,N15 2009 1,2009 1,CONTROL,MN,8:40,69,4,0,0,0,0,0
4/30/2009,2009,N15,N15 2009,N15 2009 2,2009 2,CONTROL,MN,7:59,60,0,0,0,0,0,0
5/6/2009,2009,N15,N15 2009,N15 2009 3,2009 3,CONTROL,MN,7:35,65,2,0,0,0,0,0
4/22/2010,2010,N15,N15 2010,N15 2010 1,2010 1,CONTROL,MN,8:52,59,3,0,0,0,0,0
5/3/2010,2010,N15,N15 2010,N15 2010 2,2010 2,CONTROL,MN,7:34,74,1,100,0,0,0,0
5/4/2010,2010,N15,N15 2010,N15 2010 3,2010 3,CONTROL,MN,8:34,,0,100,0,0,0,0
4/30/2007,2007,N16,N16 2007,N16 2007 1,2007 1,CONTROL,MN,9:05,65,0,0,1,1,1,0
5/2/2007,2007,N16,N16 2007,N16 2007 2,2007 2,CONTROL,MN,8:10,65,4,0,0,1,1,0
5/10/2007,2007,N16,N16 2007,N16 2007 3,2007 3,CONTROL,MN,9:10,70,0,100,0,1,1,0
4/22/2008,2008,N16,N16 2008,N16 2008 1,2008 1,CONTROL,MN,9:25,60,10,100,0,0,0,0
4/24/2008,2008,N16,N16 2008,N16 2008 2,2008 2,CONTROL,MN,8:05,60,0,0,0,0,0,0
4/30/2008,2008,N16,N16 2008,N16 2008 3,2008 3,CONTROL,MN,8:45,54,0,0,0,0,1,0
4/28/2009,2009,N16,N16 2009,N16 2009 1,2009 1,CONTROL,MN,8:51,70,2,0,0,0,0,0
4/30/2009,2009,N16,N16 2009,N16 2009 2,2009 2,CONTROL,MN,7:46,59,0,1,0,1,0,0
5/6/2009,2009,N16,N16 2009,N16 2009 3,2009 3,CONTROL,MN,7:26,65,0,0,0,0,0,0
4/30/2007,2007,N17,N17 2007,N17 2007 1,2007 1,CONTROL,MN,9:15,65,0,0,0,0,0,0
5/2/2007,2007,N17,N17 2007,N17 2007 2,2007 2,CONTROL,MN,8:00,62,4,0,1,1,2,0
5/10/2007,2007,N17,N17 2007,N17 2007 3,2007 3,CONTROL,MN,9:20,70,0,100,0,0,0,0
4/22/2008,2008,N17,N17 2008,N17 2008 1,2008 1,CONTROL,MN,9:40,60,10,100,0,0,0,0
4/24/2008,2008,N17,N17 2008,N17 2008 2,2008 2,CONTROL,MN,7:55,60,0,0,1,1,1,0
4/30/2008,2008,N17,N17 2008,N17 2008 3,2008 3,CONTROL,MN,8:55,54,0,0,0,0,0,0
4/28/2009,2009,N17,N17 2009,N17 2009 1,2009 1,CONTROL,MN,9:03,71,2,0,0,0,0,0
4/30/2009,2009,N17,N17 2009,N17 2009 2,2009 2,CONTROL,MN,7:37,59,0,0,0,0,0,0
5/6/2009,2009,N17,N17 2009,N17 2009 3,2009 3,CONTROL,MN,7:13,64,0,0,0,0,0,0
5/3/2010,2010,N17,N17 2010,N17 2010 2,2010 2,CONTROL,MN,7:25,74,3,100,0,0,0,0
5/4/2010,2010,N17,N17 2010,N17 2010 3,2010 3,CONTROL,MN,8:42,,0,100,0,0,0,0
4/25/2011,2011,N17,N17 2011,N17 2011 1,2011 1,CONTROL,PQ,10:40,78,5,70,0,0,0,0
4/27/2011,2011,N17,N17 2011,N17 2011 2,2011 2,CONTROL,PQ,7:07,70,2,100,1,1,1,0
5/3/2011,2011,N17,N17 2011,N17 2011 3,2011 3,CONTROL,PQ,10:48,75,5,40,0,0,0,0
4/30/2012,2012,N17,N17 2012,N17 2012 1,2012 1,CONTROL,PQ,11:00,70,6,100,1,1,1,0
5/1/2012,2012,N17,N17 2012,N17 2012 2,2012 2,CONTROL,PQ,6:26,65,4,100,1,1,0,0
5/2/2012,2012,N17,N17 2012,N17 2012 3,2012 3,CONTROL,PQ,9:52,76,2,15,0,0,0,0
4/23/2013,2013,N17,N17 2013,N17 2013 1,2013 1,CONTROL,PQ,7:52,48,2,100,0,0,0,0
4/25/2013,2013,N17,N17 2013,N17 2013 2,2013 2,CONTROL,PQ,8:20,62,4,100,0,0,0,0
5/1/2013,2013,N17,N17 2013,N17 2013 3,2013 3,CONTROL,PQ,6:37,59,8,100,0,0,0,0
4/24/2014,2014,N17,N17 2014,N17 2014 1,2014 1,CURE,MN,10:39,63,0,0,0,0,0,0
4/25/2014,2014,N17,N17 2014,N17 2014 2,2014 2,CONTROL,PQ,10:30,65,4,25,0,2,2,0
4/28/2014,2014,N17,N17 2014,N17 2014 3,2014 3,CONTROL,PQ,6:57,64,0,100,0,0,0,0
5/5/2015,2015,N17,N17 2015,N17 2015 1,2015 1,CONTROL,MN,10:44,65,1,0,0,0,0,0
5/8/2015,2015,N17,N17 2015,N17 2015 2,2015 2,CONTROL,MN,9:46,10,10,15,0,0,0,0
4/30/2007,2007,N18,N18 2007,N18 2007 1,2007 1,CONTROL,MN,9:25,65,0,0,1,1,1,0
